[0,6780642855247225
 0,852535555342009
 0,7380815848260649
 0,6785133489127545
 0,6785149077590014
 0,6793180006302061
 0,6793195726821625
 0,6785149077590014
 0,6785149077590014
 0,7045003035178526
 0,7044995093097595
 0,7579351409564424
 0,6785141283356542
 0,6785141283356542
 0,6785141283356542
 0,6785141528844141
 0,6785133489127545
 0,6785149200333884
 0,7309723625423828
 0,7309723625423828
 0,7309723880224513
 0,7309739932676617
 0,7309740187477585
 0,7577093065653876
 0,7577093065653876
 0,7577093065653876
 0,7577093065653876
 0,7577101367057243
 0,7577101367057243
 0,7308548468210285
 0,7308548531905336
 0,7309738849772546
 0,7309853064743654
 0,7576038824388149
 0,7309739168273734
 0,7309739168273734
 0,7306461776251719
 0,7306461776251719
 0,7306609018924936
 0,7041801676317
 0,627996867917161
 0,6279952973727506
 0,8381502889206184
 0,8381502889206184
 0,8381502889206184
 0,8381504116994758
 0,8381507254677083
 0,8381507254677083
 0,8381507254677083
 0,8381507254677083
 0,8381770412819606
 0,8381770412819606
 0,8381770412819606
 0,8381770412819606
 0,8381766047280174
 0,8381770276396481
 0,838149183911305
 0,8417291075193016
 0,8417291075193016
 0,9564934419162394
 0,9564929609938494
 0,95602487682073
 0,9868241814206955
 0,9559054661610336
 0,9559055827124582
 0,9712431291646731
 0,9559055827124582
 0,9559054661610336
 0,9406899890902233
 0,9411635129977208
 0,9411635129977208
 0,9411635129977208
 0,9411635129977208
 0,8452163359102609
 0,8962377127095301
 0,8962413240806715
 0,8962377127095301
 0,8962377127095301
 0,8962377127095301
 0,8962377127095301
 0,8962417755025757
 0,8962417755025757
 0,8962417755025757
 0,9260703057705343
 0,9260703057705343
 0,9260703021855925
 0,9256261668297262
 0,9256261704138081
 0,9256298978628151
 0,9256298978628151
 0,9256298978628151
 0,9256298978628151
 0,9073443637707104
 0,9073448179802158
 0,9073448179802158
 0,9073448179802158
 0,9073702467968453
 0,9073593527444191
 0,9609288842907366
 0,9373560364847513
 0,9073448179802158]
[0,0060732067929302885
 0,3011998806522324
 0,371026696488184
 0,6368932984251318
 0,6368932984251318
 0,10353157668672609
 0,6373041783881253
 0,6373039940033056
 0,6530162639743046
 0,6529916031287045
 0,652968471967768
 0,603487672918795
 0,6034632306788513
 0,6034632306788513
 0,6034869378501332
 0,6034869378501332
 0,6034869378501332
 0,3291449858043803
 0,6034395239732308
 0,6034335973695852
 0,6034335973695852
 0,6032854648850878
 0,3291548342901695
 0,36598890749533897
 0,6031906316785154
 0,6031905390942088
 0,6031905390942088
 0,6031905390942088
 0,6031905390942088
 0,6031906316785154
